1, 1, 1, 1, 1, 2, 2.236290, 
1, 1, 1, 2, 1, 3, 2.236290, 
1, 1, 1, 3, 1, 7, 0.126343, 
1, 1, 1, 4, 1, 5, 0.057301, 
1, 1, 1, 5, 1, 11, 0.078029, 
1, 1, 1, 6, 1, 13, 0.074804, 
1, 1, 1, 7, 1, 15, 0.078029, 
1, 1, 1, 8, 1, 17, 0.074804, 
1, 1, 1, 9, 1, 28, 0.025292, 
1, 1, 1, 1, 2, 2, 0.136347, 
1, 1, 1, 2, 2, 3, 0.136347, 
1, 1, 1, 3, 2, 13, 0.078029, 
1, 1, 1, 4, 2, 17, 0.057301, 
1, 1, 1, 5, 2, 26, 0.025292, 
1, 1, 1, 6, 2, 31, 0.025292, 
1, 1, 1, 7, 2, 29, 0.025292, 
1, 1, 1, 8, 2, 41, 0.025292, 
1, 1, 1, 9, 2, 46, 0.025292, 
1, 1, 1, 1, 3, 3, 0.078029, 
1, 1, 1, 2, 3, 7, 0.078029, 
1, 1, 1, 3, 3, 19, 0.074804, 
1, 1, 1, 4, 3, 21, 0.062307, 
1, 1, 1, 5, 3, 31, 0.025292, 
1, 1, 1, 6, 3, 37, 0.057301, 
1, 1, 1, 7, 3, 50, 0.025292, 
1, 1, 1, 8, 3, 41, 0.025292, 
1, 1, 1, 9, 3, 73, 0.057301, 
1, 1, 1, 1, 4, 3, 0.074804, 
1, 1, 1, 2, 4, 11, 0.057301, 
1, 1, 1, 3, 4, 22, 0.074804, 
1, 1, 1, 4, 4, 25, 0.074804, 
1, 1, 1, 5, 4, 51, 0.074804, 
1, 1, 1, 6, 4, 67, 0.074804, 
1, 1, 1, 7, 4, 64, 0.074804, 
1, 1, 1, 8, 4, 81, 0.074804, 
1, 1, 1, 9, 4, 73, 0.057301, 
1, 1, 1, 1, 5, 3, 0.078029, 
1, 1, 1, 2, 5, 11, 0.057301, 
1, 1, 1, 3, 5, 13, 0.057301, 
1, 1, 1, 4, 5, 17, 0.025292, 
1, 1, 1, 5, 5, 71, 0.057301, 
1, 1, 1, 6, 5, 49, 0.083117, 
1, 1, 1, 7, 5, 50, 0.074804, 
1, 1, 1, 8, 5, 121, 0.074804, 
1, 1, 1, 9, 5, 145, 0.126343, 
1, 1, 1, 1, 6, 6, 0.074804, 
1, 1, 1, 2, 6, 19, 0.078029, 
1, 1, 1, 3, 6, 43, 0.057301, 
1, 1, 1, 4, 6, 29, 0.083117, 
1, 1, 1, 5, 6, 41, 0.074804, 
1, 1, 1, 6, 6, 67, 0.074804, 
1, 1, 1, 7, 6, 57, 0.126343, 
1, 1, 1, 8, 6, 49, 0.025292, 
1, 1, 1, 9, 6, 91, 0.057301, 
1, 1, 1, 1, 7, 2, 0.078029, 
1, 1, 1, 2, 7, 13, 0.025292, 
1, 1, 1, 3, 7, 19, 0.083117, 
1, 1, 1, 4, 7, 53, 0.057301, 
1, 1, 1, 5, 7, 51, 0.078029, 
1, 1, 1, 6, 7, 79, 0.074804, 
1, 1, 1, 7, 7, 71, 0.074804, 
1, 1, 1, 8, 7, 49, 0.025292, 
1, 1, 1, 9, 7, 118, 0.074804, 
1, 1, 1, 1, 8, 2, 0.078029, 
1, 1, 1, 2, 8, 19, 0.078029, 
1, 1, 1, 3, 8, 16, 0.025292, 
1, 1, 1, 4, 8, 37, 0.136927, 
1, 1, 1, 5, 8, 41, 0.136927, 
1, 1, 1, 6, 8, 61, 0.070835, 
1, 1, 1, 7, 8, 99, 0.074804, 
1, 1, 1, 8, 8, 105, 0.025292, 
1, 1, 1, 9, 8, 190, 0.025292, 
1, 1, 1, 1, 9, 3, 0.078029, 
1, 1, 1, 2, 9, 25, 0.078029, 
1, 1, 1, 3, 9, 28, 0.078029, 
1, 1, 1, 4, 9, 41, 0.057301, 
1, 1, 1, 5, 9, 46, 0.074804, 
1, 1, 1, 6, 9, 67, 0.057301, 
1, 1, 1, 7, 9, 57, 0.025292, 
1, 1, 1, 8, 9, 89, 0.070835, 
1, 1, 1, 9, 9, 127, 0.057301, 
1, 1, 1, 1, 10, 4, 0.172117, 
1, 1, 1, 2, 10, 19, 0.083117, 
1, 1, 1, 3, 10, 34, 0.078029, 
1, 1, 1, 4, 10, 37, 0.083117, 
1, 1, 1, 5, 10, 46, 0.136927, 
1, 1, 1, 6, 10, 109, 0.057301, 
1, 1, 1, 7, 10, 43, 0.078029, 
1, 1, 1, 8, 10, 73, 0.074804, 
1, 1, 1, 9, 10, 109, 0.057301, 
1, 1, 1, 1, 11, 5, 0.078029, 
1, 1, 1, 2, 11, 19, 0.078029, 
1, 1, 1, 3, 11, 52, 0.078029, 
1, 1, 1, 4, 11, 41, 0.078029, 
1, 1, 1, 5, 11, 121, 0.083117, 
1, 1, 1, 6, 11, 73, 0.025292, 
1, 1, 1, 7, 11, 78, 0.057301, 
1, 1, 1, 8, 11, 113, 0.070835, 
1, 1, 1, 9, 11, 145, 0.074804, 
1, 1, 1, 1, 12, 2, 0.176118, 
1, 1, 1, 2, 12, 17, 0.078029, 
1, 1, 1, 3, 12, 37, 0.057301, 
1, 1, 1, 4, 12, 41, 0.078029, 
1, 1, 1, 5, 12, 66, 0.057301, 
1, 1, 1, 6, 12, 73, 0.078029, 
1, 1, 1, 7, 12, 99, 0.057301, 
1, 1, 1, 8, 12, 185, 0.025292, 
1, 1, 1, 9, 12, 109, 0.025292, 
1, 1, 1, 1, 13, 2, 0.176118, 
1, 1, 1, 2, 13, 17, 0.083117, 
1, 1, 1, 3, 13, 25, 0.078029, 
1, 1, 1, 4, 13, 49, 0.078029, 
1, 1, 1, 5, 13, 51, 0.078029, 
1, 1, 1, 6, 13, 67, 0.078029, 
1, 1, 1, 7, 13, 78, 0.078029, 
1, 1, 1, 8, 13, 73, 0.070835, 
1, 1, 1, 9, 13, 154, 0.057301, 
1, 1, 1, 1, 14, 3, 0.078029, 
1, 1, 1, 2, 14, 9, 0.078029, 
1, 1, 1, 3, 14, 25, 0.083117, 
1, 1, 1, 4, 14, 61, 0.078029, 
1, 1, 1, 5, 14, 71, 0.078029, 
1, 1, 1, 6, 14, 91, 0.078029, 
1, 1, 1, 7, 14, 99, 0.057301, 
1, 1, 1, 8, 14, 105, 0.078029, 
1, 1, 1, 9, 14, 145, 0.057301, 
1, 1, 1, 1, 15, 10, 0.176118, 
1, 1, 1, 2, 15, 3, 0.176118, 
1, 1, 1, 3, 15, 7, 0.078029, 
1, 1, 1, 4, 15, 29, 0.078029, 
1, 1, 1, 5, 15, 61, 0.078029, 
1, 1, 1, 6, 15, 67, 0.078029, 
1, 1, 1, 7, 15, 71, 0.057301, 
1, 1, 1, 8, 15, 113, 0.057301, 
1, 1, 1, 9, 15, 118, 0.057301, 
1, 1, 2, 1, 1, 4, 0.074804, 
1, 1, 2, 2, 1, 6, 0.074804, 
1, 1, 2, 3, 1, 8, 0.074804, 
1, 1, 2, 4, 1, 10, 0.078029, 
1, 1, 2, 5, 1, 17, 0.057301, 
1, 1, 2, 6, 1, 14, 0.074804, 
1, 1, 2, 7, 1, 9, 0.057301, 
1, 1, 2, 8, 1, 10, 0.057301, 
1, 1, 2, 9, 1, 38, 0.057301, 
1, 1, 2, 1, 2, 3, 0.057301, 
1, 1, 2, 2, 2, 4, 0.057301, 
1, 1, 2, 3, 2, 14, 0.078029, 
1, 1, 2, 4, 2, 26, 0.057301, 
1, 1, 2, 5, 2, 22, 0.025292, 
1, 1, 2, 6, 2, 20, 0.074804, 
1, 1, 2, 7, 2, 9, 0.057301, 
1, 1, 2, 8, 2, 26, 0.025292, 
1, 1, 2, 9, 2, 38, 0.025292, 
1, 1, 2, 1, 3, 4, 0.078029, 
1, 1, 2, 2, 3, 4, 0.074804, 
1, 1, 2, 3, 3, 11, 0.074804, 
1, 1, 2, 4, 3, 18, 0.025292, 
1, 1, 2, 5, 3, 17, 0.079808, 
1, 1, 2, 6, 3, 38, 0.057301, 
